match_id,radiant_win
6,0.8248277380080092
7,0.7543380591012409
10,0.18743955185375766
13,0.8599252785108366
16,0.24040922558945343
18,0.3731883112389933
19,0.5284931287672513
24,0.565187059504298
33,0.21376342370763643
37,0.6728240079372021
41,0.15543043350443936
42,0.324400844599011
55,0.23102434752767723
60,0.670560813459433
62,0.5520565157860078
63,0.6116127345633681
64,0.08848894457125041
71,0.5513137381501538
72,0.31116652019471325
83,0.49838005256049045
85,0.7811445087813239
89,0.9305892428765218
92,0.7561858997196277
100,0.9586662194208966
102,0.8838187721641959
108,0.5347569183554011
111,0.7744027252942919
126,0.1813441664242523
130,0.05170922980718981
140,0.788460940560298
141,0.2530868792963907
152,0.8375592330619003
153,0.7404510960463313
159,0.5518181457296589
160,0.5828820947484521
163,0.6017814769704672
178,0.5572487621796817
179,0.352917452944796
181,0.6756988930501351
196,0.14500964491395918
206,0.11541397299104197
209,0.5429519787986539
216,0.5484485676007751
228,0.07533239346163793
230,0.4171679105119094
242,0.717756184891127
245,0.16816403610357894
261,0.4986066597167959
274,0.47520452012299336
282,0.7388963720965644
289,0.5206228162126607
296,0.09262401572335735
297,0.607189092934849
302,0.3011659014389702
304,0.02242776562319524
313,0.7977931944941722
316,0.48709810008400667
317,0.412739813870409
344,0.8787594346616813
348,0.7458340580215734
352,0.5032888347076415
354,0.5537466105310835
361,0.44684624623671454
362,0.21827100230075167
363,0.7419455294746067
365,0.39922317217253844
375,0.2963637763632122
380,0.3174011176779979
384,0.5283913989802869
394,0.7742266538195547
399,0.6040327478920374
404,0.7229526541816389
406,0.640554334126758
430,0.152165987429305
432,0.32234539492022013
443,0.45729614834292936
463,0.6093638508583933
467,0.5234522174932468
474,0.1765572423828804
488,0.21963620669028253
502,0.9088014804960687
503,0.2614541677741016
507,0.28499683717087454
508,0.38600334666276276
509,0.44381045026968147
516,0.35527419974482805
528,0.273008415824905
542,0.5969707144019604
547,0.17449849791879748
552,0.5442902509852484
555,0.61342558500998
561,0.6343963368638283
569,0.8060108827041463
575,0.949105964440893
576,0.809155552844877
582,0.18364879309550686
585,0.43857193598088284
586,0.5586663082055678
590,0.7982170580067122
592,0.22244443127376162
598,0.3908038336002529
599,0.2654971651825595
600,0.7293410661391452
601,0.5504320238212159
603,0.3084659322457635
617,0.4621623663572521
628,0.46399517501726667
634,0.13736228262204345
635,0.3046151230745628
639,0.4202929426103547
644,0.6530266137070607
646,0.7429719641558328
650,0.083180878443811
659,0.8331333172416284
663,0.3692251567868829
668,0.6446154118114117
670,0.40154537510355853
678,0.416012450341653
679,0.27131563807461156
686,0.7810362511805177
694,0.2746121144778446
696,0.8958328477725803
702,0.891465352440022
709,0.37932225060671376
712,0.3554968681368214
723,0.22068656498346445
729,0.4220585554800456
733,0.7324979000150462
735,0.38325007296787533
737,0.36432591524914804
749,0.6921043198401797
752,0.47613211676499545
767,0.9181152329102169
771,0.11781511167498848
778,0.48844026146739056
780,0.7473641927230004
790,0.4958374278580158
797,0.3584133915927683
802,0.3194728393234192
805,0.7098065923130993
807,0.771427553934825
808,0.8458571678206585
811,0.3371349725212184
815,0.1260047896495441
820,0.7521779310420185
838,0.15917032518435736
861,0.15242160203476293
886,0.2263523113676815
889,0.10197381125667156
904,0.6428054508045565
913,0.43510267736070957
928,0.7093838674358339
931,0.6108699566084247
932,0.6731839331851788
945,0.739165750126512
953,0.8512604457600571
955,0.3440630686854254
970,0.5341863434593789
972,0.41373568648248976
978,0.5745427306531087
982,0.7887162408124884
983,0.7209862227435155
984,0.33188963379621783
987,0.5457446426763147
1000,0.6191601617907615
1006,0.5998255125424254
1014,0.7471738765624745
1030,0.5375969943284877
1037,0.7258899158966897
1044,0.6133143279646193
1046,0.793848104816076
1048,0.4016604379003244
1053,0.8616697086928351
1057,0.692840193810279
1077,0.8827086161025074
1085,0.9631590100316743
1087,0.7396124575691158
1088,0.7333548298842062
1096,0.10705333108078421
1098,0.9594445813150105
1100,0.10351886266964273
1113,0.7171667456556857
1119,0.726474027565148
1127,0.5095175846363099
1142,0.3613144604318928
1148,0.35106095221453437
1157,0.2055722629960508
1158,0.7673196969342476
1163,0.4110129277587348
1167,0.6570560422076767
1168,0.334910989505015
1181,0.05777425926268996
1183,0.22887182126384048
1191,0.5649330570878455
1192,0.16484025345641204
1198,0.7827707128057716
1216,0.16595744996932008
1218,0.6541048816971368
1221,0.9651847409269398
1222,0.32148120466986063
1225,0.14475288945720105
1226,0.4381459984718233
1230,0.20227625889217707
1242,0.7379581544139013
1247,0.6704020315322479
1253,0.32195227321376607
1259,0.6017575315192868
1271,0.8594959871331331
1282,0.5317734645734872
1284,0.9475282657030064
1293,0.4103206534371116
1294,0.6049702468718483
1298,0.4373674115390702
1306,0.6077525117670631
1316,0.7169604471799695
1321,0.31304971718167707
1331,0.43245292345969666
1336,0.18436860770716904
1341,0.5501670002335863
1348,0.5066856411187126
1356,0.8566881600342091
1384,0.27562019942796734
1389,0.6107239244858341
1391,0.6156789432579803
1413,0.8013519515687498
1419,0.6207377937632436
1426,0.8296209128630008
1440,0.6624466632468794
1445,0.582174341271102
1465,0.4092143788168416
1470,0.4806464224809183
1472,0.47051556887925133
1484,0.5518532811994415
1485,0.10369984834591298
1486,0.8924811543982583
1488,0.5641421810684814
1498,0.03939103783631849
1508,0.6530292663235499
1518,0.8435285607278841
1526,0.22602155809506813
1527,0.7586025334643601
1528,0.22682978945306473
1540,0.6283765081944226
1546,0.468022781964673
